"","ENSG00000007968.7","ENSG00000080839.12","ENSG00000096968.14","ENSG00000101412.13","ENSG00000103479.16","ENSG00000105173.14","ENSG00000105810.10","ENSG00000110092.4","ENSG00000111276.11","ENSG00000112242.15","ENSG00000115415.20","ENSG00000118971.9","ENSG00000123374.11","ENSG00000124762.14","ENSG00000126561.17","ENSG00000129173.13","ENSG00000133101.10","ENSG00000133740.11","ENSG00000134057.15","ENSG00000135446.17","ENSG00000136997.21","ENSG00000139687.16","ENSG00000147883.12","ENSG00000147889.18","ENSG00000162434.13","ENSG00000164045.12","ENSG00000165891.16","ENSG00000168610.16","ENSG00000169016.17","ENSG00000170312.16","ENSG00000170581.14","ENSG00000173757.10","ENSG00000197122.12","ENSG00000205250.9"
"TCGA-38-7271-01A-11R-2039-07",103,355,940,221,2135,67,765,6327,2885,712,11742,2194,505,4830,2263,56,7,244,599,1325,3483,1952,363,78,9325,66,27,11759,273,394,3149,2918,1832,2089
"TCGA-55-7914-01A-11R-2170-07",131,425,1033,563,2706,211,453,11707,2561,1718,13244,1638,708,1908,2681,270,7,1037,1180,1922,12181,2497,1550,195,5019,107,57,14069,573,1366,6050,2515,6685,2355
"TCGA-95-7043-01A-11R-1949-07",123,379,281,916,1247,812,152,1966,2064,814,4987,434,543,371,508,535,5,208,1073,1114,1639,1246,1814,766,2040,76,42,16958,555,786,2066,2356,9958,1835
"TCGA-73-4658-01A-01R-1755-07",160,531,775,399,1723,185,903,12465,2811,1328,8578,1866,867,10801,1406,127,13,265,774,3053,3449,2561,943,389,9286,80,40,12227,404,753,3874,2302,3523,1980
"TCGA-86-8076-01A-31R-2241-07",203,507,1382,238,4188,155,1433,8374,5175,1302,27994,2467,745,6324,2690,206,335,695,663,2816,10551,3328,1340,698,11676,121,67,24638,673,578,6735,3369,3558,3001
"TCGA-55-7726-01A-11R-2170-07",343,957,552,711,1088,277,4362,14155,1528,923,9456,1582,832,4724,683,321,21,133,1618,1178,973,2309,255,18,6959,253,439,8860,228,1662,5068,1177,3573,960
"TCGA-44-6147-01A-11R-A278-07",139,882,2188,268,5765,149,2361,7085,3352,779,18570,3571,473,1878,1455,181,143,590,457,1180,1825,1818,1503,144,9668,80,126,17655,363,616,6635,2958,2054,1888
"TCGA-50-5932-01A-11R-1755-07",80,350,591,986,6063,119,450,33264,3968,1843,14332,765,787,7640,1196,335,1,608,1565,2613,1480,3117,215,47,12809,142,92,17199,705,849,8153,5730,6706,3294
"TCGA-44-2661-01A-01R-1107-07",165,448,1630,390,4326,145,635,8203,5000,1091,20403,1340,714,5094,2145,234,31,678,1017,2665,1278,4117,1255,74,4987,54,74,14261,732,1498,5237,3228,3143,2980
"TCGA-86-7954-01A-11R-2187-07",719,1397,3180,1451,8516,427,2003,9314,3673,4959,86087,2099,3701,4722,3576,948,52,736,3354,18002,1882,3756,5443,2193,15469,357,264,29025,1560,2314,57269,4345,9978,6692
"TCGA-64-5775-01A-01R-1628-07",112,930,1132,769,2715,138,3149,13824,4713,1159,11683,3407,1742,3807,882,151,237,487,5358,4651,8220,3085,2591,7120,13189,475,1873,5022,554,3692,3063,2562,3488,4011
"TCGA-73-4662-01A-01R-1206-07",399,1531,1844,2049,9579,344,997,29169,8037,3233,34589,2010,1635,19029,3092,296,36,1067,1486,5188,2942,2900,1152,298,13323,287,144,35119,1612,1016,11180,9535,7965,4323
"TCGA-44-7671-01A-11R-2066-07",255,585,1025,920,5086,167,2092,14735,2683,2553,11446,2932,666,15352,1593,322,132,837,2464,1956,4529,5268,981,224,11678,197,56,38932,1067,766,5471,3539,9995,4263
"TCGA-78-8660-01A-11R-2403-07",442,627,486,1578,2050,439,959,12564,2880,936,14133,1127,938,2955,2151,584,8,277,4100,2697,4883,1360,1507,832,5814,348,81,10137,534,1963,4365,2703,5195,2788
"TCGA-62-A46P-01A-11R-A24H-07",63,254,1572,130,932,69,142,9899,1978,509,1881,694,379,2559,476,21,4,382,519,1164,430,1636,325,123,2154,63,19,9707,332,246,4371,934,4453,2432
"TCGA-86-7955-01A-11R-2187-07",1183,1350,438,11586,4282,680,4157,5466,1764,2072,12965,556,3241,3733,419,786,0,1218,4511,3757,7978,2577,1646,1762,10475,745,259,24234,779,2336,7290,4957,4730,3885
"TCGA-55-6978-11A-01R-1949-07",33,211,1428,266,2856,26,1000,9073,2124,315,8617,2136,441,2625,1562,59,320,196,150,719,637,1992,2034,53,6926,17,42,11819,276,206,3102,2701,1634,1527
"TCGA-50-6592-01A-11R-1755-07",342,977,1002,933,2625,1196,3172,11310,3782,1171,57147,1540,2914,10626,2361,372,14,641,4254,5297,4301,5410,1673,1481,13502,455,669,47827,1207,1917,12420,2836,9397,2621
"TCGA-38-4625-01A-01R-1206-07",823,1973,1275,6413,4555,1308,4333,9087,6040,3989,72087,1030,6708,8314,2922,2271,43,1162,10700,14787,19399,4868,1255,4035,12205,1641,1181,30965,1327,8191,15972,5221,4898,8481
"TCGA-80-5611-01A-01R-1628-07",388,1343,911,4672,1365,662,410,917,2091,998,16756,873,1382,4356,1443,921,2,178,2121,2767,3121,4632,2637,3819,4455,224,444,21994,641,2200,5359,3862,2021,1852
"TCGA-86-8054-01A-11R-2241-07",796,2238,434,4465,3814,903,2036,135371,3800,4633,9275,647,2643,15884,745,2965,25,4381,10398,4818,782,4485,425,156,6004,2123,1246,23530,1577,8466,5797,4436,4987,4112
"TCGA-55-6986-01A-11R-1949-07",83,239,366,219,2171,192,312,11376,1619,1235,4980,1034,388,4908,876,81,1,380,1010,1733,7318,1275,1393,367,6016,169,39,11500,332,426,2475,1458,3457,1600
"TCGA-L9-A5IP-01A-21R-A39D-07",241,389,698,804,2827,993,4037,9684,2408,2101,13376,1004,1156,4341,1023,359,117,483,2388,1920,18315,1174,5551,4105,19714,389,152,14254,678,1682,7409,1514,2896,4950
"TCGA-69-7764-01A-11R-2170-07",162,372,478,1466,5088,182,1234,9180,1155,1296,12602,569,890,4646,773,223,2,447,217,1454,368,854,552,120,6996,106,57,13535,397,535,9153,2118,3001,2736
"TCGA-49-6744-01A-11R-1858-07",205,464,1135,358,4664,594,957,8330,3337,1088,17579,2250,1003,5138,2222,162,13,348,965,1808,1651,2776,1389,514,10865,74,44,18988,537,740,6110,2973,3595,2627
"TCGA-75-5125-01A-01R-1755-07",760,821,977,1974,2395,370,1016,7314,2569,1334,21024,1089,1835,2536,2175,539,157,531,3530,4810,2056,2317,200,18,7090,409,105,13439,666,2067,8349,2961,3537,3803
"TCGA-38-4626-11A-01R-1758-07",71,415,1892,392,4633,77,759,6845,3788,955,9025,3469,808,21049,4503,40,184,263,419,2383,6131,3336,1580,121,10723,41,51,19446,832,542,5294,4448,4494,4693
"TCGA-69-7763-01A-11R-2170-07",91,206,724,318,2709,120,787,35324,2946,1122,13214,1724,455,7339,995,137,22,526,752,1488,1592,1888,1631,278,8065,71,18,13059,516,317,5701,2272,2478,2048
"TCGA-86-8279-01A-11R-2287-07",635,1437,811,2569,10510,367,766,40961,5393,1653,8512,1572,2224,4864,1749,413,10,1022,1694,5706,1859,1477,1346,680,10488,472,152,37482,987,1843,14766,3748,6326,8858
"TCGA-93-8067-01A-11R-2287-07",1557,1073,1139,2585,2682,1030,953,42295,3793,3272,50387,1281,1855,16776,1362,852,48,1978,5483,4795,7681,3755,1568,3060,14312,680,373,25498,584,3049,9636,2120,20277,4743
"TCGA-97-8179-01A-11R-2287-07",281,759,647,1672,6677,135,1105,4055,2041,2783,12012,1366,1049,2127,1509,410,5,1174,1549,1884,2031,2502,685,310,7942,156,75,19702,817,1509,7140,3584,9711,4506
"TCGA-55-A48Y-01A-11R-A24H-07",198,501,569,777,1957,381,712,9248,2298,2200,20846,1426,863,2446,1158,258,7,801,2360,2596,2100,2846,3055,266,7583,728,115,17122,440,1204,4916,1576,3820,2084
"TCGA-55-6986-11A-01R-1949-07",88,581,3150,374,7340,51,3243,29567,8077,477,14029,6895,1306,8570,3952,256,725,492,490,1761,2903,4885,4565,124,17178,55,99,26020,631,435,8540,7574,4428,3874
"TCGA-86-8055-01A-11R-2241-07",510,951,1396,1093,6295,523,3331,26941,3960,1751,29019,2178,1330,11049,2278,616,27,351,2069,3121,1638,3959,795,92,15965,247,224,29595,1208,1511,10724,4815,6998,4808
"TCGA-91-6835-11A-01R-1858-07",33,279,969,234,2974,29,1550,10792,2129,344,9019,5800,565,5690,1914,81,819,228,251,1153,1614,1653,1541,192,7396,40,50,13623,301,182,4270,2855,1995,1804
"TCGA-55-6982-11A-01R-1949-07",50,305,1677,190,3547,24,1738,10145,3046,376,11770,2834,501,2653,2148,42,168,204,152,759,794,2001,2799,78,7411,38,27,11281,267,132,4320,3039,2209,1539
"TCGA-55-A4DF-01A-11R-A24H-07",2298,1646,1263,3273,3637,1221,1659,772,6302,1503,44436,1525,3008,5863,1740,2208,702,483,4022,2632,706,1289,2044,5530,5436,420,1510,14939,811,4660,10637,3521,3799,3394
"TCGA-44-6774-01A-21R-1858-07",166,340,622,274,1095,83,1473,7845,1185,1047,8634,1363,390,2620,940,237,3,307,439,1173,1854,1520,1150,161,4839,135,52,8657,318,455,3568,1910,2130,1763
"TCGA-50-5066-01A-01R-1628-07",59,578,874,412,1109,499,892,913,2446,502,16034,235,869,3290,719,145,65,970,3081,3822,2033,1410,520,5928,1615,149,78,3180,642,3894,1795,802,1168,1733
"TCGA-05-5423-01A-01R-1628-07",73,307,527,579,4057,100,260,3862,2729,410,6063,320,588,2303,676,94,25,728,1182,5783,1082,1740,783,766,3234,60,43,5859,317,957,2873,1241,1408,2585
"TCGA-67-3774-01A-01R-0946-07",119,394,760,947,4273,133,366,8645,1763,1091,12692,956,966,8216,1174,125,81,234,603,5583,1488,2212,243,34,6569,90,76,16207,681,569,4978,2663,2497,2650
"TCGA-97-A4M2-01A-12R-A24X-07",149,344,1355,486,3747,159,1241,5598,3840,918,11880,2339,694,8277,3176,97,104,736,469,1575,3097,2003,1312,244,8475,79,70,16155,454,300,8814,3883,4463,3279
"TCGA-95-7567-01A-11R-2066-07",383,1125,950,1152,4019,474,613,36131,7375,3763,43855,2374,1670,5523,1623,638,2,977,3887,5438,5880,4123,1878,403,7479,312,100,25309,921,3327,10943,3786,9198,4747
"TCGA-49-AAR0-01A-21R-A39D-07",618,448,545,2153,1918,153,819,2513,2289,1094,12951,1521,1637,5271,2139,338,34,498,2817,16161,3554,952,1129,2389,5432,271,141,11888,586,1086,12929,2565,6232,3861
"TCGA-05-5428-01A-01R-1628-07",88,341,408,453,1739,203,99,6655,3669,667,6368,126,535,896,907,131,2,848,2807,2546,2597,3513,216,95,2232,270,25,4482,950,3021,1543,737,1139,2101
"TCGA-44-2656-01A-02R-0946-07",479,851,2536,898,6486,334,1461,21157,5962,2004,99408,2696,1993,7038,3048,561,355,1194,3437,7511,12718,4405,1814,793,19122,317,75,20374,1095,2585,13328,5582,6181,5933
"TCGA-53-7813-01A-11R-2170-07",175,417,331,529,1083,123,565,2508,1440,972,6669,1122,830,972,285,134,0,791,1795,775,577,940,286,52,2199,112,64,9297,371,917,4729,1347,1751,829
"TCGA-O1-A52J-01A-11R-A262-07",132,387,506,708,8527,102,507,11064,1625,618,9549,1341,540,3514,1258,207,26,191,670,5735,811,1450,593,1542,7376,63,49,21680,507,570,9213,4150,2454,5976
"TCGA-35-4122-01A-01R-1107-07",125,487,851,1119,1674,1930,2649,4215,3648,877,23102,684,1046,9217,2350,282,4,1123,6373,7875,2842,5233,182,57,4444,538,166,8293,1017,7051,3070,1708,3643,4159
"TCGA-44-2656-01B-06R-A277-07",60,580,2453,58,3203,41,2239,9554,1402,692,26392,2661,312,463,367,154,26,486,339,227,813,2005,647,179,5910,62,53,3779,274,573,2920,1036,444,393
"TCGA-55-8092-01A-11R-2241-07",263,922,2216,929,7706,502,4318,15741,5117,1567,65336,3096,1998,3056,3495,484,4,897,1695,2879,2092,4089,1196,1192,10968,235,392,21400,871,1984,13547,4541,6639,5385
"TCGA-49-6761-11A-01R-1949-07",38,152,904,266,1819,20,1020,13426,2461,181,4688,2228,453,2930,1189,5,2,109,104,727,518,1767,2139,55,7072,28,6,9916,214,150,2154,2062,1592,1086
"TCGA-49-4507-01A-01R-1206-07",440,928,734,1563,1164,545,2018,3988,3386,1844,36096,2945,3958,7333,1993,360,16,275,7788,3520,4548,1536,184,113,7495,453,192,13461,606,7593,15697,2789,6861,4461
"TCGA-55-7816-01A-11R-2170-07",173,632,3920,290,5284,115,3982,4835,3633,904,39675,6480,1012,3778,4845,157,12,480,648,2381,3143,3424,383,76,15958,76,74,23339,489,385,14534,5465,2561,3119
"TCGA-78-7145-01A-11R-2039-07",512,775,346,641,3676,243,387,12393,2511,1123,8624,831,1063,5859,863,463,3,1865,2221,2091,4592,1831,300,23,11015,483,121,11847,653,2344,3492,1977,3652,3257
"TCGA-55-6983-11A-01R-1949-07",37,269,866,242,2788,45,661,4106,1421,375,7349,2207,356,3911,1512,32,143,136,164,666,1413,1433,962,38,5322,46,31,12917,294,241,2821,1880,1715,1297
"TCGA-53-7624-01A-11R-2066-07",1096,1242,1310,1834,2855,1421,1026,4764,2895,1772,67723,670,6055,5372,1404,634,85,309,5210,2339,2534,2859,37,13,8912,1023,674,11494,1115,8083,19100,2320,2061,5539
"TCGA-97-A4M3-01A-11R-A24X-07",89,214,670,466,2833,159,367,7316,1480,1602,7326,762,693,6417,785,85,2,431,773,1395,4267,2006,1453,397,6178,82,48,15256,778,337,5168,2597,5090,1992
"TCGA-50-5068-01A-01R-1628-07",50,458,944,238,1650,147,230,3301,3192,251,15476,385,632,1794,714,189,31,649,968,2327,812,3300,95,66,1855,84,33,3095,381,1755,2386,1002,682,1164
"TCGA-78-7163-01A-12R-2066-07",70,544,1107,649,4377,197,10336,25416,2603,965,8955,959,635,10634,1435,439,3,258,1325,2103,440,2653,2622,985,5662,82,38,22835,1138,548,5086,3302,3104,5375
"TCGA-35-5375-01A-01R-1628-07",104,664,684,394,664,218,687,638,2004,530,9365,200,990,2112,233,71,9,154,2706,2122,754,1025,408,3485,1163,83,80,3986,329,3170,1831,946,1208,896
"TCGA-78-8648-01A-11R-2403-07",175,319,811,463,2343,223,984,2400,3537,734,10733,1719,670,7914,2325,87,32,191,549,1594,901,1473,675,1042,7153,138,200,11368,262,541,5992,2645,1893,1909
"TCGA-44-6778-11A-01R-1858-07",50,322,2065,186,4254,25,1839,8871,2481,575,10576,2256,1032,18335,2228,19,54,177,152,1122,7314,3092,1821,43,9416,21,37,16292,427,179,4390,4360,1850,2191
"TCGA-80-5608-01A-31R-1949-07",410,633,2047,2003,3571,580,604,6450,1342,973,25615,950,1191,6945,1104,375,35,979,2963,2478,1381,3585,643,274,7418,277,153,31814,764,1703,7243,3406,6704,4333
"TCGA-86-8281-01A-11R-2287-07",132,256,954,1554,5768,114,606,12574,2304,2387,8311,1479,794,6583,1528,146,27,588,948,1821,856,3327,4717,482,11666,98,32,31491,862,358,7709,4908,5865,3802
"TCGA-MP-A4T6-01A-32R-A262-07",298,599,534,1021,7823,233,929,14006,3999,1580,14899,905,1395,6461,1962,389,10,624,452,2448,526,1419,188,48,10045,108,161,24174,806,334,12889,4417,6273,7332
"TCGA-55-8085-01A-11R-2241-07",784,763,1033,1911,4935,799,750,2305,2714,4546,29408,2263,1905,2256,2277,788,18,2902,5593,3803,5633,2765,501,332,7864,496,175,29711,998,5797,11916,3029,5711,4403
"TCGA-62-8399-01A-21R-2326-07",1028,900,444,3215,3384,608,1099,12540,2484,4524,18144,716,1637,12598,1245,2478,19,631,1711,2780,2642,2300,1039,149,10870,508,262,22464,1124,1454,14160,3463,12103,4947
"TCGA-97-A4M5-01A-11R-A24X-07",287,384,1250,900,3448,230,1234,13516,3092,1379,14743,2257,770,6123,2807,225,221,469,1155,2173,1940,2614,3167,240,7567,169,82,19670,581,667,9188,3562,5153,3680
"TCGA-97-7547-01A-11R-2039-07",146,358,886,215,4704,105,2632,10018,2765,684,10939,1205,514,1796,2640,71,4,375,400,1533,2396,2653,149,10,13957,30,42,20605,693,158,3155,4195,6943,3256
"TCGA-05-5429-01A-01R-1628-07",40,153,1741,351,1730,118,920,4260,1915,542,3030,215,776,7707,836,270,20,252,2120,1669,1239,2409,116,22,5369,127,227,5477,249,1670,1388,1138,3317,1755
"TCGA-55-7994-01A-11R-2187-07",1357,1066,2467,1357,9841,492,1519,19854,5488,2347,68840,1931,1737,3905,2209,899,4,1408,3461,3374,6133,4232,1986,1853,16000,500,350,40273,839,2247,10919,5527,7330,6063
"TCGA-55-8094-01A-11R-2241-07",295,590,203,740,2825,151,1901,19781,896,904,19023,149,787,2782,1112,321,2,517,2678,1764,792,1414,1074,537,4344,262,250,8849,583,1356,4395,2455,7305,3172
"TCGA-44-3918-01B-02R-A277-07",100,1124,2481,84,2936,50,2408,6618,1665,1264,28619,4448,498,1198,710,108,1,741,309,261,643,2461,621,39,6371,52,58,6313,481,516,4942,1611,543,578
"TCGA-05-4425-01A-01R-1755-07",170,398,1343,653,2905,171,483,7498,1195,608,17172,856,969,6544,2156,847,16,212,1149,1841,2755,1604,1271,88,7596,172,162,17825,341,2612,5085,1024,3507,2295
"TCGA-44-4112-01A-01R-A278-07",197,591,1019,400,1811,107,1487,8091,3290,803,7489,681,630,2075,436,77,15,355,3232,1517,2496,1992,647,53,5664,105,142,14495,393,2023,4511,1901,918,941
"TCGA-49-6767-01A-11R-1858-07",202,812,739,658,1441,856,2647,6054,2846,2085,15495,801,1467,4556,1392,423,23,364,2994,3373,2572,1393,52,16,6094,561,354,7565,440,1993,4279,2334,6358,4288
"TCGA-49-4490-11A-01R-1858-07",24,245,1049,322,3043,29,1261,5781,2971,267,7960,1943,646,6444,1346,14,55,222,306,1838,2008,2558,1730,117,5123,49,23,8177,415,381,1697,2840,1057,1536
"TCGA-MP-A4T9-01A-11R-A24X-07",272,683,969,805,4039,462,1728,10303,2025,1752,11367,2204,1163,11902,1836,260,7,385,1433,2508,2679,2317,1656,40,9522,214,135,15752,863,1043,8031,3826,7066,3951
"TCGA-49-4490-01A-21R-1858-07",100,150,197,153,1441,113,1066,4296,580,753,4142,599,342,2454,852,50,4,91,296,609,344,957,72,9,4224,66,11,9265,413,257,2244,1461,1957,2748
"TCGA-50-5942-01A-21R-1755-07",37,307,844,109,5461,18,585,7754,2639,414,7456,712,522,1457,1472,232,102,244,215,1544,2925,1667,2190,238,9750,41,41,16281,314,225,4499,3046,4024,1700
"TCGA-MP-A4SV-01A-11R-A24X-07",589,1212,899,1622,2754,458,2954,6308,6089,2371,25791,24897,1905,3410,1865,829,25,755,2557,3074,8084,2189,663,234,8171,525,373,16978,701,2545,11618,3640,6093,4174
"TCGA-49-AAR4-01A-12R-A41B-07",287,533,708,1117,2281,523,611,8226,2176,941,12434,2026,938,3148,1563,318,53,347,1037,1443,1312,1036,95,104,7429,258,136,9049,396,841,6976,3197,2695,3124
"TCGA-05-4397-01A-01R-1206-07",3132,1319,1478,10399,6407,3093,316,1297,7519,3953,37309,459,6252,16573,3937,4252,293,317,12868,22065,1041,3105,2294,17020,13135,910,3554,30770,2752,9321,15203,6140,7378,11325
"TCGA-44-A47A-01A-21R-A24H-07",297,462,970,1150,2578,314,493,9201,2734,821,18965,1741,858,3844,1720,458,79,294,1407,2321,2988,1349,709,163,8555,334,101,11451,508,1393,9981,2112,4332,3914
"TCGA-86-8359-01A-11R-2326-07",156,261,615,401,1888,752,518,9013,1989,1352,9432,1141,758,6428,1323,106,4,659,656,2235,332,1167,678,805,4281,87,39,15571,424,454,3946,2556,3024,2431
"TCGA-78-7539-01A-11R-2066-07",148,900,1412,497,4348,234,603,20968,2942,2498,50078,11535,1011,10404,2947,68,30,498,1087,3965,4095,2814,1690,835,12054,133,46,22822,1008,570,10656,5765,8006,4455
"TCGA-MP-A4T8-01A-11R-A24X-07",379,617,505,802,2312,291,1569,8453,2923,2068,12885,663,1117,4459,732,274,35,1411,2424,2256,11218,1921,1084,426,7136,364,90,14878,723,1920,8534,2740,6043,3772
"TCGA-99-8032-01A-11R-2241-07",335,628,714,1323,3041,309,1458,13104,3841,1450,11317,2301,1366,6676,1198,344,23,1167,2701,3439,2382,2572,550,372,7847,290,120,23999,701,1823,8035,4205,3843,3848
"TCGA-50-6595-11A-01R-1858-07",78,482,3556,474,6655,60,2426,20083,6708,646,18058,7111,1088,4431,3739,36,134,278,198,1675,1215,4722,6389,132,17875,74,36,23667,617,285,6795,6773,4004,3343
"TCGA-55-6968-11A-01R-1949-07",44,246,803,326,2316,33,540,4908,2252,374,5224,1779,441,3199,2067,32,27,152,145,1249,1076,1297,922,73,6168,48,24,11726,254,162,3452,2326,2326,1940
"TCGA-44-8120-01A-11R-2241-07",246,661,929,760,6664,214,2616,21458,4288,1855,11657,1935,963,10112,1472,310,6,1533,865,2682,2309,2655,3968,2344,12975,123,68,26936,1141,893,8455,4667,8645,4848
"TCGA-55-8302-01A-11R-2326-07",415,665,619,1421,2212,744,689,38783,3498,901,35852,895,901,4518,1493,350,11,436,1246,2027,2779,579,1458,1311,6151,308,135,11978,464,1521,11998,2603,6936,3507
"TCGA-99-8025-01A-11R-2241-07",338,1211,939,3055,3379,872,705,33977,4928,2821,15342,1952,1158,9728,1978,485,469,1027,1679,2150,2830,3085,2171,349,8576,390,153,19238,885,1729,6528,5508,7537,4082
"TCGA-64-1679-01A-21R-2066-07",651,1267,1060,1194,4021,592,2166,27241,5748,2639,24131,3122,1453,10612,2905,838,16,214,1967,3228,3308,3375,412,60,19259,273,183,33082,744,1923,9144,3831,4223,4509
"TCGA-95-8039-01A-11R-2241-07",614,1108,1325,1595,9388,540,844,17568,6128,2747,35483,2268,1622,11265,3074,340,93,779,1993,4720,2195,2898,832,41,14830,186,147,26847,1004,1549,12381,4411,7701,4243
"TCGA-44-A479-01A-31R-A24H-07",378,879,1792,577,3922,390,1348,5239,2822,1410,26511,1987,1065,1985,1618,447,3,424,1427,1752,636,2510,575,320,8977,104,102,15275,794,1272,10494,3153,5199,2934
"TCGA-44-6148-11A-01R-1858-07",46,485,2507,321,5959,24,2093,9526,4658,476,10244,3990,738,4053,2817,74,695,331,268,1150,1239,3067,2587,56,11680,30,58,18217,409,259,5797,5422,3302,2308
"TCGA-NJ-A55O-01A-11R-A262-07",245,273,818,906,2052,204,918,7254,1701,585,9136,1213,470,4664,1639,106,2,343,819,1051,884,1555,956,122,6473,147,40,12165,403,491,4230,2567,4549,2053
"TCGA-MP-A5C7-01A-11R-A262-07",188,216,588,710,6639,74,1371,7786,4773,3342,10140,613,1357,2092,678,190,7,1088,481,2290,4158,2543,645,118,9034,272,93,27582,1238,792,8463,3416,8136,4256
"TCGA-64-5778-01A-01R-1628-07",125,1040,992,930,1441,1777,277,4847,2826,1212,36562,841,858,3410,1118,173,8,489,2252,1365,1240,1037,2432,10643,3943,229,33,10052,509,1480,4586,1606,3322,2267
"TCGA-55-6971-01A-11R-1949-07",223,337,742,383,2128,148,731,6687,2540,823,19807,1933,1295,2868,1353,152,8,449,841,9495,893,1473,449,764,5565,164,111,10360,410,6707,7547,2137,1685,1816
"TCGA-49-AARN-01A-21R-A41B-07",149,445,494,664,1655,355,673,5902,1501,794,11040,1223,752,3370,943,131,61,233,768,1441,1716,1004,1651,1119,4563,74,106,8470,323,588,5931,1690,4479,2479
"TCGA-44-A47B-01A-11R-A24H-07",116,831,1217,678,3171,241,372,12816,4631,1599,14437,854,1771,3775,1229,119,4,548,1702,3567,1040,2868,436,201,10135,122,46,28097,502,1226,7637,3527,5967,2339
"TCGA-55-5899-01A-11R-1628-07",626,587,666,1735,2094,37,1461,4575,1495,1653,16691,583,743,3501,811,310,8,502,2603,1689,6154,2311,212,46,3904,331,181,9565,1110,2557,3006,4121,2649,2856
"TCGA-49-AAQV-01A-11R-A39D-07",648,794,674,2585,3663,1313,822,7032,2012,2163,21337,1421,937,5118,1784,462,134,924,2999,6186,875,1566,579,1103,8216,227,68,17962,971,2525,8021,3495,4558,6838
"TCGA-99-8028-01A-11R-2241-07",235,592,2024,693,2517,377,1299,9666,5664,1202,45071,3859,1135,12156,3423,123,121,512,1130,1603,1702,2312,1177,414,10453,194,83,12564,514,788,9436,4091,4960,3864
"TCGA-75-6205-01A-11R-1755-07",256,354,1042,323,1076,192,879,8603,1611,694,18234,1286,465,3534,1509,211,6,118,1100,1392,3808,1947,561,482,7323,166,74,8301,287,1076,5204,1747,1891,1816
"TCGA-97-8552-01A-11R-2403-07",71,272,827,415,4480,72,563,5927,2452,529,4352,1848,495,3072,1679,172,296,334,392,1387,670,1205,404,248,6075,42,71,11311,387,357,4680,2640,2312,3016
"TCGA-50-6591-01A-11R-1755-07",1186,1197,295,2286,1035,434,1703,428,2118,4019,3758,118,2210,2053,458,434,26,524,5455,2762,2378,210,525,2781,2889,960,1005,7530,934,2263,1922,3364,4879,2528
"TCGA-50-8459-01A-11R-2326-07",155,292,1088,312,2464,150,1815,5416,2256,1144,7975,3472,663,7602,2469,90,82,163,543,1615,975,2059,496,84,8343,86,113,9841,335,478,6842,3040,4319,2487
"TCGA-05-5425-01A-02R-1628-07",297,814,831,1972,2765,1139,1783,3641,3262,1462,37427,612,1976,5070,1511,289,2,351,2721,6532,1227,1953,479,416,5775,269,164,10009,661,3044,8348,1570,5377,3448
"TCGA-78-7150-01A-21R-2039-07",573,770,484,1065,2747,866,1815,14864,3682,1173,28306,851,1630,5044,630,956,122,294,2825,1991,1865,3738,180,5,11853,448,247,30644,1279,2996,7587,2174,5586,2920
"TCGA-86-A4P7-01A-11R-A24X-07",354,479,1298,829,4401,209,1382,9222,3839,1605,9848,2217,940,4597,2332,293,42,414,969,1630,2139,2028,1267,149,7502,188,91,16026,475,647,9554,3652,5239,3743
"TCGA-49-4512-01A-21R-1858-07",126,366,411,630,1253,128,288,7896,996,450,3225,1164,466,5016,759,76,28,364,872,872,391,555,639,259,2935,118,61,6979,249,543,3364,1602,3829,2564
"TCGA-55-8206-01A-11R-2241-07",237,871,2241,440,15824,145,1220,14681,4602,1556,10157,2133,1045,8104,3254,279,20,735,600,2353,1810,4514,1293,268,17744,87,71,27716,927,495,11422,6418,6247,5482
"TCGA-55-8614-01A-11R-2403-07",425,973,426,783,2042,304,5220,10323,2130,2339,11870,2282,832,7526,626,120,31,196,926,1959,5614,1555,4139,1952,4674,203,172,11372,462,1092,6122,1343,8399,3048
"TCGA-64-5815-01A-01R-1628-07",60,265,566,357,1634,93,550,7073,1969,539,12271,671,438,6839,1107,207,205,157,1009,1756,2102,1402,366,65,6698,28,79,8747,226,712,3359,1536,2316,1574
"TCGA-L9-A50W-01A-12R-A39D-07",224,376,533,954,3562,186,308,19964,3247,1434,15417,1082,1143,3418,2121,376,6,687,597,2423,1442,1975,226,20,8477,126,87,19365,836,600,6973,3711,11376,4829
"TCGA-73-4675-01A-01R-1206-07",190,485,835,2913,4083,375,461,30941,4643,1065,11385,13897,1363,10969,1791,117,53,915,1439,3574,1782,2429,1346,883,10862,105,50,38513,1524,905,8581,5597,8665,5076
"TCGA-55-7995-01A-11R-2187-07",779,1483,2392,6534,4838,5503,1137,2374,8856,2877,55359,3026,3702,5590,4381,793,47,429,2013,5391,2224,3502,3856,8221,12866,310,1141,41299,1748,3009,14348,7046,8575,5625
"TCGA-05-4433-01A-22R-1858-07",234,291,977,389,2755,104,1091,12436,2067,793,12817,867,613,3231,1580,307,8,118,807,1112,2064,1751,1830,1411,5483,180,113,10786,343,835,4400,2152,5701,2336
"TCGA-55-7727-01A-11R-2170-07",226,593,528,521,2234,196,405,4041,1660,850,12325,1258,550,1029,660,280,0,282,1471,770,692,1324,1823,1521,5279,115,76,10176,387,1452,3554,1492,1239,632
